bottleneck_intensity,fasta_file,Tajimas_D,Tajima_pi,num_of_mutation,snps_file,matrix_image_file,ancestral_seq,snps_image,output_file,average_h,category_sfs_1,category_sfs_2,category_sfs_3,category_sfs_4,category_sfs_5,category_sfs_6,category_sfs_7,category_sfs_8,category_sfs_9
0.4631,output/output_bottleneck/fasta/bottleneck_0.4631.fasta,0.4996298987064775,0.0022856539111376487,1032.0,output/output_bottleneck/snps/bottleneck_0.4631.fasta,output/output_bottleneck/matrix/matrix_0.4631.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4631.fasta,output/output_bottleneck/images/image_0.4631.png,output/output_bottleneck/h_result/h_0.4631.txt,3699.59,0.08333333,0.04166667,0.08430232,0.11821706,0.04166667,0.12887596,0.19573641000000008,0.09593022000000002,0.062015460000000015
0.4875,output/output_bottleneck/fasta/bottleneck_0.4875.fasta,-0.4311467534860864,0.001398313289594378,829.0,output/output_bottleneck/snps/bottleneck_0.4875.fasta,output/output_bottleneck/matrix/matrix_0.4875.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.4875.fasta,output/output_bottleneck/images/image_0.4875.png,output/output_bottleneck/h_result/h_0.4875.txt,4313.94,0.11218335,0.06513872,0.09167672,0.09288299,0.047044630000000004,0.12303981000000001,0.11218336999999998,0.060313629999999986,0.07720145999999999
0.5256,output/output_bottleneck/fasta/bottleneck_0.5256.fasta,-0.10921032289321528,0.0019050496363723296,1019.0,output/output_bottleneck/snps/bottleneck_0.5256.fasta,output/output_bottleneck/matrix/matrix_0.5256.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5256.fasta,output/output_bottleneck/images/image_0.5256.png,output/output_bottleneck/h_result/h_0.5256.txt,2663.59,0.12757605,0.10206084,0.09028459,0.07458292,0.06967616,0.15407262999999996,0.14720314000000007,0.04612362999999999,0.05299309999999999
0.5282,output/output_bottleneck/fasta/bottleneck_0.5282.fasta,0.591224263070601,0.002488775112248884,1098.0,output/output_bottleneck/snps/bottleneck_0.5282.fasta,output/output_bottleneck/matrix/matrix_0.5282.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5282.fasta,output/output_bottleneck/images/image_0.5282.png,output/output_bottleneck/h_result/h_0.5282.txt,3944.6,0.06102004,0.0582878,0.03916211,0.07103826,0.047358830000000005,0.19581057000000002,0.18214935,0.09927139000000001,0.07832424
0.5375,output/output_bottleneck/fasta/bottleneck_0.5375.fasta,-0.11070189936331934,0.0016481451347102796,882.0,output/output_bottleneck/snps/bottleneck_0.5375.fasta,output/output_bottleneck/matrix/matrix_0.5375.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5375.fasta,output/output_bottleneck/images/image_0.5375.png,output/output_bottleneck/h_result/h_0.5375.txt,4725.6,0.09637188,0.04535147,0.14399093000000002,0.06235827,0.051020420000000004,0.08276645,0.16439908999999997,0.057823120000000006,0.11224490999999999
0.5406,output/output_bottleneck/fasta/bottleneck_0.5406.fasta,0.006267639203393567,0.0017357099156281234,897.0,output/output_bottleneck/snps/bottleneck_0.5406.fasta,output/output_bottleneck/matrix/matrix_0.5406.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5406.fasta,output/output_bottleneck/images/image_0.5406.png,output/output_bottleneck/h_result/h_0.5406.txt,4098.78,0.09587514,0.09476031,0.11371237,0.06800446,0.05908584,0.08472688,0.20735783000000002,0.04682275,0.060200670000000005
0.5437,output/output_bottleneck/fasta/bottleneck_0.5437.fasta,-0.1397534592072879,0.001696591114896932,916.0,output/output_bottleneck/snps/bottleneck_0.5437.fasta,output/output_bottleneck/matrix/matrix_0.5437.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5437.fasta,output/output_bottleneck/images/image_0.5437.png,output/output_bottleneck/h_result/h_0.5437.txt,4539.12,0.10371179,0.08951965,0.09170305000000001,0.14192139,0.054585150000000006,0.08515284,0.18122272999999994,0.054585140000000004,0.05131006
0.5468,output/output_bottleneck/fasta/bottleneck_0.5468.fasta,0.8914139735600151,0.002458922885518635,1009.0,output/output_bottleneck/snps/bottleneck_0.5468.fasta,output/output_bottleneck/matrix/matrix_0.5468.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5468.fasta,output/output_bottleneck/images/image_0.5468.png,output/output_bottleneck/h_result/h_0.5468.txt,3928.74,0.05351833,0.05748266,0.09415263,0.03865212,0.058473739999999996,0.15758175000000002,0.23587705999999992,0.0891972,0.06045588
0.5637,output/output_bottleneck/fasta/bottleneck_0.5637.fasta,0.6981355714472885,0.0022017981840383788,946.0,output/output_bottleneck/snps/bottleneck_0.5637.fasta,output/output_bottleneck/matrix/matrix_0.5637.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5637.fasta,output/output_bottleneck/images/image_0.5637.png,output/output_bottleneck/h_result/h_0.5637.txt,4153.48,0.09513742,0.03065539,0.04651162,0.06976744,0.04756872,0.12790697,0.23995767999999998,0.08773781,0.058139519999999986
0.5881,output/output_bottleneck/fasta/bottleneck_0.5881.fasta,0.6305538748867248,0.0021815458613090727,953.0,output/output_bottleneck/snps/bottleneck_0.5881.fasta,output/output_bottleneck/matrix/matrix_0.5881.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.5881.fasta,output/output_bottleneck/images/image_0.5881.png,output/output_bottleneck/h_result/h_0.5881.txt,5548.35,0.06610703,0.0409234,0.07660021,0.10283316,0.04302204,0.10178385,0.27282266,0.0703043,0.05036728
0.6062,output/output_bottleneck/fasta/bottleneck_0.6062.fasta,-0.29621767273027017,0.0018216827932730816,1033.0,output/output_bottleneck/snps/bottleneck_0.6062.fasta,output/output_bottleneck/matrix/matrix_0.6062.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6062.fasta,output/output_bottleneck/images/image_0.6062.png,output/output_bottleneck/h_result/h_0.6062.txt,5604.8,0.13843175,0.07066796,0.10745402,0.06292352,0.05130688,0.10648595999999999,0.13746371999999998,0.06098742,0.07454020000000001
0.6093,output/output_bottleneck/fasta/bottleneck_0.6093.fasta,0.5502929614777786,0.002200943647129187,981.0,output/output_bottleneck/snps/bottleneck_0.6093.fasta,output/output_bottleneck/matrix/matrix_0.6093.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6093.fasta,output/output_bottleneck/images/image_0.6093.png,output/output_bottleneck/h_result/h_0.6093.txt,4701.13,0.0509684,0.06829766,0.09174312,0.0509684,0.030581039999999997,0.18552498,0.21100920000000004,0.0733945,0.06218143
0.6594,output/output_bottleneck/fasta/bottleneck_0.6594.fasta,0.280444149456375,0.0015220595268794805,728.0,output/output_bottleneck/snps/bottleneck_0.6594.fasta,output/output_bottleneck/matrix/matrix_0.6594.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6594.fasta,output/output_bottleneck/images/image_0.6594.png,output/output_bottleneck/h_result/h_0.6594.txt,4584.96,0.06593407,0.08516484,0.05906593,0.07005495,0.05906594,0.13736263,0.1923077,0.07280222,0.06456044000000001
0.6643,output/output_bottleneck/fasta/bottleneck_0.6643.fasta,0.8505809751184773,0.001970048986378836,816.0,output/output_bottleneck/snps/bottleneck_0.6643.fasta,output/output_bottleneck/matrix/matrix_0.6643.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6643.fasta,output/output_bottleneck/images/image_0.6643.png,output/output_bottleneck/h_result/h_0.6643.txt,6286.12,0.07230392,0.03553922,0.04901961,0.06372549,0.05147058,0.16299018000000004,0.26225486,0.09436273,0.030637249999999998
0.6656,output/output_bottleneck/fasta/bottleneck_0.6656.fasta,0.2564369791713782,0.0019730772389245886,950.0,output/output_bottleneck/snps/bottleneck_0.6656.fasta,output/output_bottleneck/matrix/matrix_0.6656.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.6656.fasta,output/output_bottleneck/images/image_0.6656.png,output/output_bottleneck/h_result/h_0.6656.txt,3969.83,0.06947368,0.04315789,0.10421052,0.09368421999999998,0.09789474000000001,0.13052629999999998,0.17157890999999995,0.06631575999999999,0.0736842
0.7131,output/output_bottleneck/fasta/bottleneck_0.7131.fasta,0.4771495229770771,0.002061201610206128,936.0,output/output_bottleneck/snps/bottleneck_0.7131.fasta,output/output_bottleneck/matrix/matrix_0.7131.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7131.fasta,output/output_bottleneck/images/image_0.7131.png,output/output_bottleneck/h_result/h_0.7131.txt,4194.65,0.10470085,0.03632479,0.07264957,0.07264958,0.07051282,0.13141025,0.20619659000000004,0.07264956000000002,0.07692307
0.7188,output/output_bottleneck/fasta/bottleneck_0.7188.fasta,0.07605674208254719,0.0015856326285222052,803.0,output/output_bottleneck/snps/bottleneck_0.7188.fasta,output/output_bottleneck/matrix/matrix_0.7188.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7188.fasta,output/output_bottleneck/images/image_0.7188.png,output/output_bottleneck/h_result/h_0.7188.txt,5678.5,0.05603985,0.06351183,0.06849315,0.05977584,0.03611457,0.20547944999999998,0.13698630000000003,0.08468244,0.08343711
0.7219,output/output_bottleneck/fasta/bottleneck_0.7219.fasta,0.474777160290329,0.002037945277112887,926.0,output/output_bottleneck/snps/bottleneck_0.7219.fasta,output/output_bottleneck/matrix/matrix_0.7219.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7219.fasta,output/output_bottleneck/images/image_0.7219.png,output/output_bottleneck/h_result/h_0.7219.txt,4179.08,0.04535637,0.05291577,0.10475161999999999,0.08639308,0.03671706,0.16846652,0.18790497999999997,0.07559395000000001,0.08423327000000001
0.725,output/output_bottleneck/fasta/bottleneck_0.725.fasta,-0.100949837963191,0.0016905144079872286,902.0,output/output_bottleneck/snps/bottleneck_0.725.fasta,output/output_bottleneck/matrix/matrix_0.725.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.725.fasta,output/output_bottleneck/images/image_0.725.png,output/output_bottleneck/h_result/h_0.725.txt,4112.46,0.08314856,0.06762749,0.06984479,0.07206208,0.07538802,0.13636363999999998,0.14966737,0.04767181999999999,0.10088688999999998
0.7343,output/output_bottleneck/fasta/bottleneck_0.7343.fasta,0.15682756944796278,0.001860817755458813,921.0,output/output_bottleneck/snps/bottleneck_0.7343.fasta,output/output_bottleneck/matrix/matrix_0.7343.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7343.fasta,output/output_bottleneck/images/image_0.7343.png,output/output_bottleneck/h_result/h_0.7343.txt,4048.71,0.07166124,0.04994571,0.1053203,0.07926167,0.0640608,0.1780673,0.13463630999999998,0.07709013999999999,0.10097720999999998
0.7756,output/output_bottleneck/fasta/bottleneck_0.7756.fasta,0.6768383528968925,0.0018803185705516734,812.0,output/output_bottleneck/snps/bottleneck_0.7756.fasta,output/output_bottleneck/matrix/matrix_0.7756.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7756.fasta,output/output_bottleneck/images/image_0.7756.png,output/output_bottleneck/h_result/h_0.7756.txt,5501.25,0.07142857,0.06034483,0.06650246,0.02832512,0.0270936,0.13916257,0.26477837,0.08990147000000001,0.04679805
0.7813,output/output_bottleneck/fasta/bottleneck_0.7813.fasta,0.3311647810465897,0.001841745218911453,869.0,output/output_bottleneck/snps/bottleneck_0.7813.fasta,output/output_bottleneck/matrix/matrix_0.7813.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7813.fasta,output/output_bottleneck/images/image_0.7813.png,output/output_bottleneck/h_result/h_0.7813.txt,5542.33,0.07479862,0.03912543,0.0575374,0.09551209000000001,0.05638666,0.12888378999999997,0.22669734000000008,0.06214041999999999,0.06098965
0.7906,output/output_bottleneck/fasta/bottleneck_0.7906.fasta,0.4676952105430512,0.001926637299283581,877.0,output/output_bottleneck/snps/bottleneck_0.7906.fasta,output/output_bottleneck/matrix/matrix_0.7906.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.7906.fasta,output/output_bottleneck/images/image_0.7906.png,output/output_bottleneck/h_result/h_0.7906.txt,4331.76,0.0627138,0.03648803,0.05017104,0.07525655,0.05473204,0.18358039,0.21436715000000003,0.043329519999999996,0.06841503
0.8407,output/output_bottleneck/fasta/bottleneck_0.8407.fasta,-0.3676326666352157,0.0014506077161450608,842.0,output/output_bottleneck/snps/bottleneck_0.8407.fasta,output/output_bottleneck/matrix/matrix_0.8407.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8407.fasta,output/output_bottleneck/images/image_0.8407.png,output/output_bottleneck/h_result/h_0.8407.txt,6195.35,0.1152019,0.04394299,0.06650831,0.05581948,0.03325416,0.18764847,0.08076012999999999,0.058194789999999996,0.14489312999999998
0.8438,output/output_bottleneck/fasta/bottleneck_0.8438.fasta,0.06306547703835537,0.0016465916148919234,837.0,output/output_bottleneck/snps/bottleneck_0.8438.fasta,output/output_bottleneck/matrix/matrix_0.8438.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8438.fasta,output/output_bottleneck/images/image_0.8438.png,output/output_bottleneck/h_result/h_0.8438.txt,11291.6,0.08482676,0.04540024,0.07407407,0.08960574,0.02270013,0.18757468,0.09318996999999998,0.09318995999999997,0.12066904999999999
0.8531,output/output_bottleneck/fasta/bottleneck_0.8531.fasta,0.07326635246618081,0.0014758539283294034,748.0,output/output_bottleneck/snps/bottleneck_0.8531.fasta,output/output_bottleneck/matrix/matrix_0.8531.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8531.fasta,output/output_bottleneck/images/image_0.8531.png,output/output_bottleneck/h_result/h_0.8531.txt,8057.65,0.13770053,0.02272727,0.04144385,0.10828877,0.08556150000000001,0.09491979,0.16310163000000008,0.08155082000000001,0.05213905
0.8593,output/output_bottleneck/fasta/bottleneck_0.8593.fasta,0.2720011258438629,0.0017375058572646686,833.0,output/output_bottleneck/snps/bottleneck_0.8593.fasta,output/output_bottleneck/matrix/matrix_0.8593.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8593.fasta,output/output_bottleneck/images/image_0.8593.png,output/output_bottleneck/h_result/h_0.8593.txt,6129.44,0.05522209,0.05762305,0.07442977,0.06962784,0.10924369,0.11044415999999999,0.1740696,0.06962784,0.09723888000000001
0.8762,output/output_bottleneck/fasta/bottleneck_0.8762.fasta,0.4243844834070218,0.00169230630926014,779.0,output/output_bottleneck/snps/bottleneck_0.8762.fasta,output/output_bottleneck/matrix/matrix_0.8762.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.8762.fasta,output/output_bottleneck/images/image_0.8762.png,output/output_bottleneck/h_result/h_0.8762.txt,5335.69,0.07958922,0.07573813,0.06033376,0.08344031,0.05519898,0.14249038,0.18485236000000002,0.09114249999999999,0.08600772000000001
0.9063,output/output_bottleneck/fasta/bottleneck_0.9063.fasta,0.4955803063859252,0.0018034062083621667,815.0,output/output_bottleneck/snps/bottleneck_0.9063.fasta,output/output_bottleneck/matrix/matrix_0.9063.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9063.fasta,output/output_bottleneck/images/image_0.9063.png,output/output_bottleneck/h_result/h_0.9063.txt,4818.81,0.05644172,0.05030675,0.0809816,0.11901840999999999,0.04662576,0.07607360999999999,0.22822085999999994,0.09202455,0.028220850000000002
0.9094,output/output_bottleneck/fasta/bottleneck_0.9094.fasta,0.26991208152579915,0.0013113949668584108,629.0,output/output_bottleneck/snps/bottleneck_0.9094.fasta,output/output_bottleneck/matrix/matrix_0.9094.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9094.fasta,output/output_bottleneck/images/image_0.9094.png,output/output_bottleneck/h_result/h_0.9094.txt,7247.75,0.07790143,0.04610493,0.03338633,0.03338633,0.05405406,0.20667726999999997,0.16216223000000002,0.060413369999999994,0.10651830000000001
0.9187,output/output_bottleneck/fasta/bottleneck_0.9187.fasta,0.2747993491617463,0.0014258241255971265,683.0,output/output_bottleneck/snps/bottleneck_0.9187.fasta,output/output_bottleneck/matrix/matrix_0.9187.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9187.fasta,output/output_bottleneck/images/image_0.9187.png,output/output_bottleneck/h_result/h_0.9187.txt,4835.21,0.05417277,0.02781845,0.04831625,0.09809663,0.06442167,0.11713032000000001,0.16251833,0.08784776,0.10688143
0.9218,output/output_bottleneck/fasta/bottleneck_0.9218.fasta,0.7043614774215388,0.0014574137086911909,625.0,output/output_bottleneck/snps/bottleneck_0.9218.fasta,output/output_bottleneck/matrix/matrix_0.9218.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9218.fasta,output/output_bottleneck/images/image_0.9218.png,output/output_bottleneck/h_result/h_0.9218.txt,6805.86,0.088,0.0432,0.0368,0.025599999999999998,0.09759999999999999,0.11359999999999999,0.20800000000000002,0.0896,0.12800000000000003
0.9631,output/output_bottleneck/fasta/bottleneck_0.9631.fasta,0.4327952535471474,0.0012020849488474773,552.0,output/output_bottleneck/snps/bottleneck_0.9631.fasta,output/output_bottleneck/matrix/matrix_0.9631.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9631.fasta,output/output_bottleneck/images/image_0.9631.png,output/output_bottleneck/h_result/h_0.9631.txt,11887.0,0.07971014,0.0307971,0.021739130000000002,0.01449276,0.05253623,0.182971,0.17934781,0.0887681,0.11050723999999998
0.9781,output/output_bottleneck/fasta/bottleneck_0.9781.fasta,0.9262872150825842,0.001150867279205996,468.0,output/output_bottleneck/snps/bottleneck_0.9781.fasta,output/output_bottleneck/matrix/matrix_0.9781.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.9781.fasta,output/output_bottleneck/images/image_0.9781.png,output/output_bottleneck/h_result/h_0.9781.txt,10932.0,0.0534188,0.04700855,0.01923077,0.006410250000000001,0.0042735,0.17948719,0.16880340000000005,0.14316237,0.12820512
0.0019,output/output_bottleneck/fasta/bottleneck_0.0019.fasta,-0.1780516586223107,0.0020007537298364552,1093.0,output/output_bottleneck/snps/bottleneck_0.0019.fasta,output/output_bottleneck/matrix/matrix_0.0019.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.0019.fasta,output/output_bottleneck/images/image_0.0019.png,output/output_bottleneck/h_result/h_0.0019.txt,3608.09,0.05306496,0.08783166,0.10978957,0.14181154,0.06770356999999999,0.13449222000000002,0.14181155,0.04574563,0.05306496
0.0126,output/output_bottleneck/fasta/bottleneck_0.0126.fasta,0.3504502793087495,0.002421943457333125,1137.0,output/output_bottleneck/snps/bottleneck_0.0126.fasta,output/output_bottleneck/matrix/matrix_0.0126.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.0126.fasta,output/output_bottleneck/images/image_0.0126.png,output/output_bottleneck/h_result/h_0.0126.txt,3341.52,0.11961302,0.04485488,0.06508354999999999,0.07563765,0.04133685,0.10202285999999999,0.22779243000000007,0.07915565,0.05804751
0.0263,output/output_bottleneck/fasta/bottleneck_0.0263.fasta,-0.6189828262903028,0.001371620627228069,868.0,output/output_bottleneck/snps/bottleneck_0.0263.fasta,output/output_bottleneck/matrix/matrix_0.0263.txt,output/output_bottleneck/ancestral_sequence/ancestral_0.0263.fasta,output/output_bottleneck/images/image_0.0263.png,output/output_bottleneck/h_result/h_0.0263.txt,3857.16,0.11520737,0.07373272,0.16820277,0.06682027,0.02073732,0.16359447000000002,0.09677417000000002,0.026497670000000004,0.10023040000000001
